id	text	tag
12.png	S8h	O
12.png	Discoun	O
12.png	Total	O
12.png	432.00	AMOUNT
12.png	Make all checks	O
12.png	Mv Comoanv namc	O
12.png	Thank you for your businessl	O
12.png	Should you	O
12.png	Inis Invoicc	O
12.png	plcase conlact John	O
12.png	Sepio	O
12.png	Papcr	O
12.png	Hoter	O
12.png	payable	O
120.png	Invoice	O
120.png	Your Company Name	O
120.png	INVOICE TO:	O
120.png	Invoice #	O
120.png	[Street address]	O
120.png	Company Name	O
120.png	1	NUMB
120.png	[City, State]	O
120.png	[Street address]	O
120.png	[Country]	O
120.png	[City, State]	O
120.png	Date of Invoice	O
120.png	[Postal]	O
120.png	[Country]	O
120.png	1-12-2020	DATE
120.png	[Postal]	O
120.png	Description	O
120.png	Qty	O
120.png	Price	O
120.png	Tax	O
120.png	Amount	O
120.png	Item 1	O
120.png	1%	O
120.png	R1o1.oo	O
120.png	Item 2	O
120.png	Rzoo.oo	O
120.png	1%	O
120.png	RLol.0O	O
120.png	Item 3	O
120.png	1%	O
120.png	R303.00	O
120.png	Item 4	O
120.png	Rzoo.oo	O
120.png	1%	O
120.png	R8o8.00	O
120.png	Item 5	O
120.png	5	O
120.png	Rzoo.oo	O
120.png	1%	O
120.png	R1,010.00	O
120.png	Item 6	O
120.png	Rzzo.0o	O
120.png	1%	O
120.png	R1,333.20	O
120.png	Item 7	O
120.png	RzLo.oo	O
120.png	1%	O
120.png	R1,696.80	O
120.png	Item &	O
120.png	R260.0o	O
120.png	1%	O
120.png	R2,100.80	O
120.png	Subtotal:	O
120.png	R7,756.80	AMOUNT
120.png	Discount:	O
120.png	100	O
120.png	VAT:	O
120.png	5%	O
120.png	VAT rate:	O
120.png	R382.84	O
120.png	Invoice Total	O
120.png	R8,039.64	O
120.png	Notes:	O
120.png	Terms and conditions:	O
120.png	Free template by InvoiceBerry	O
121.jpg	Brubaker	O
121.jpg	P.0	O
121.jpg	Box 4371 TAYLOR STREET	O
121.jpg	WESTBURY_	O
121.jpg	NY 11590	O
121.jpg	914-625-0403	O
121.jpg	Productions	O
121.jpg	BRUBAKERPRODUCTIONS com	O
121.jpg	INVOICE	O
121.jpg	# 0018	NUMB
121.jpg	DATE ISSUED: 28 DECEMBER 2019	DATE
121.jpg	DEScRiPTiON	O
121.jpg	PRICE	O
121.jpg	TOTAL	O
121.jpg	Redhead Light Rental	O
121.jpg	520.00	O
121.jpg	S100.00	O
121.jpg	Diva Light Rental	O
121.jpg	520.00	O
121.jpg	540.00	O
121.jpg	Boom Mike Overhead	O
121.jpg	510.00	O
121.jpg	510.00	O
121.jpg	Dead Cat	O
121.jpg	S5.00	O
121.jpg	510.00	O
121.jpg	Video Camera Rental	O
121.jpg	550.00	O
121.jpg	S100.00	O
121.jpg	TOTAL AMoUnT:	O
121.jpg	5260.00	O
121.jpg	TAX:	O
121.jpg	53.20	O
121.jpg	AMOUNT DUE:	O
121.jpg	5263.20	O
121.jpg	Timothy SLACK	AMOUNT
121.jpg	CENTRAL BANK OF AMERICA	O
121.jpg	1920483	O
121.jpg	Thank you	O
121.jpg	very much!	O
122.jpg	Bill t0:	O
122.jpg	CREATIVE MEDIA	O
122.jpg	Dwyane Clark	O
122.jpg	HE R F	O
122.jpg	24 Dummy	O
122.jpg	Company Address_	O
122.jpg	Location	O
122.jpg	Lorem lpsun	O
122.jpg	57077597	O
122.jpg	Lorem	O
122.jpg	Ipsum Dolor,	O
122.jpg	845x*145	O
122.jpg	INVOICE	O
122.jpg	INVOICE	O
122.jpg	24856	NUMB
122.jpg	DATE	O
122.jpg	1-2-2020	DATE
122.jpg	2020	O
122.jpg	product description	O
122.jpg	PRICE	O
122.jpg	TOTAL	O
122.jpg	Lorem	O
122.jpg	psum Dolor	O
122.jpg	550.00	O
122.jpg	5250.00	O
122.jpg	Pellentesque id neque ligula	O
122.jpg	siO.00	O
122.jpg	Sio.00	O
122.jpg	Intendum	O
122.jpg	malesuada fames	O
122.jpg	s75,00	O
122.jpg	Vivamus	O
122.jpg	volutpat Faucibus	O
122.jpg	S40.00	O
122.jpg	s80.00	O
122.jpg	Comments	O
122.jpg	Subtotal	O
122.jpg	5415.00	O
122.jpg	Paymeni	O
122.jpg	Discount	O
122.jpg	S15.00	O
122.jpg	Tax Rate	O
122.jpg	TOTAL	O
122.jpg	5405.00	AMOUNT
122.jpg	VectorStock	O
122.jpg	VectorStock com/16200420	O
122.jpg	Youi	O
123.jpg	INVOICE	O
123.jpg	Drand Name	O
126.jpg	tn-invoice9201.pdf	O
126.jpg	Search	O
126.jpg	COMPANY NAME	O
126.jpg	Ilslogan	O
126.jpg	Iltagline	O
126.jpg	{lwebsite	O
126.jpg	AppleSource Software	O
126.jpg	INVOICE	O
126.jpg	1999 Woodside Dr	O
126.jpg	Invoice No: GNB-101	NUMB
126.jpg	Medford, OR 97501	O
126.jpg	Date: 11/28/16	DATE
126.jpg	541-261-9785	O
126.jpg	Amount Due: SO.00	O
126.jpg	Goliath National Bank	O
126.jpg	1622 Westshown Village	O
126.jpg	STE 103	O
126.jpg	Medford, OR 97504	O
126.jpg	New Corporate Identity	O
126.jpg	Date	O
126.jpg	Description	O
126.jpg	Time/Qty	O
126.jpg	Rate	O
126.jpg	Amount	O
126.jpg	10/27/15	O
126.jpg	Website Redesign	O
126.jpg	16.00.00	O
126.jpg	S75.00	O
126.jpg	S1,200.00	O
126.jpg	Build Template, CSS, JSON compatible back-end	O
126.jpg	10/27/15	O
126.jpg	Graphic Design for Website	O
126.jpg	3.30.00	O
126.jpg	S40.00	O
126.jpg	S140.00	O
126.jpg	Background	O
126.jpg	10/27/15	O
126.jpg	Discuss First Mockup	O
126.jpg	1.00.00	O
126.jpg	S65.00	O
126.jpg	S65.00	O
126.jpg	10/27/15	O
126.jpg	DVD Copy	O
126.jpg	S6.00	O
126.jpg	S6.00	O
126.jpg	10/27/15	O
126.jpg	10 Page Website Pack	O
126.jpg	S1,250.00	O
126.jpg	S1,250.00	O
126.jpg	Fees Total	O
126.jpg	20.30:00	O
126.jpg	S2,661.00	O
126.jpg	10/28/15	O
126.jpg	Travel Charges	O
126.jpg	S47.00	O
126.jpg	S47.00	O
126.jpg	Expenses Total	O
126.jpg	S47.00	O
126.jpg	Subtotal	O
126.jpg	S2,708.00	O
126.jpg	Payments	O
126.jpg	S850.00	O
126.jpg	Balance	O
126.jpg	S1,858.00	AMOUNT
126.jpg	Cancel	O
126.jpg	Print	O
129.jpg	Name	O
129.jpg	INVOICE	O
132.png	Company Name	O
132.png	INVOICE	O
132.png	INVOICE#  00-000000	NUMB
132.png	DATE	O
132.png	6/24/2013	DATE
132.png	MAIVNG	O
132.png	ELL	O
132.png	Nin	O
132.png	Oustomer	O
132.png	St ZP	O
132.png	#one	O
132.png	cirtptoy	O
132.png	cenice Fee	O
132.png	145.12	O
132.png	Labor:6 hoursat $75/0	O
132.png	375.00	O
132.png	TOTAL	O
132.png	470.12	AMOUNT
132.png	Thank You For YourBusiness!	O
136.jpg	Your nanie	O
136.jpg	MoUngnallcon	O
136.jpg	Your fancy streel	O
136.jpg	The	O
136.jpg	Apple	O
136.jpg	Awesonie cllent	O
136.jpg	Invoice #123	NUMB
136.jpg	Vounomallcom	O
136.jpg	Your fancy streel	O
136.jpg	Involce descrptlon	O
136.jpg	The Hlg Apple	O
136.jpg	Rate	O
136.jpg	03/22/17	DATE
136.jpg	Wiretrames for Lancing Page	O
136.jpg	2	O
136.jpg	Logo clesign	O
136.jpg	ssoo/week	O
136.jpg	4500	O
136.jpg	51500	O
136.jpg	AMout	O
136.jpg	Internel bills	O
136.jpg	582,5	O
136.jpg	5825	O
136.jpg	Total	O
136.jpg	04/22/17	O
136.jpg	662,7	O
136.jpg	1500.00	AMOUNT
136.jpg	Pay INVOICE ONLINE	O
136.jpg	invoice Diue	O
136.jpg	Bank account nurber or PayPa	O
136.jpg	account	O
136.jpg	04/22/17	O
136.jpg	Should be added here	O
137.jpg	JOHN	O
137.jpg	SMDTH	O
137.jpg	John Smith Marlborough Hill	O
137.jpg	Kate	O
137.jpg	Carrow Road	O
137.jpg	Norwich	O
137.jpg	NRI 1JE	O
137.jpg	VAT No,	O
137.jpg	333444555	O
137.jpg	Invoice	O
137.jpg	Invoice No.	O
137.jpg	INV-19-0062	NUMB
137.jpg	Invoice Date	O
137.jpg	2-7-2019	O
137.jpg	Due Date	O
137.jpg	16-7-2019	DATE
137.jpg	Description	O
137.jpg	Quantily	O
137.jpg	Unit	O
137.jpg	Price	O
137.jpg	Discount	O
137.jpg	Amount	O
137.jpg	Consultation	O
137.jpg	each	O
137.jpg	50.00	O
137.jpg	100%	O
137.jpg	0.00	O
137.jpg	Wedding photography	O
137.jpg	hour	O
137.jpg	25.00	O
137.jpg	250.00	O
137.jpg	Editing and touch-upS	O
137.jpg	each	O
137.jpg	25.00	O
137.jpg	375.00	O
137.jpg	Digital	O
137.jpg	photos	O
137.jpg	each	O
137.jpg	70.00	O
137.jpg	10%	O
137.jpg	63.00	O
137.jpg	Photo prints	O
137.jpg	each	O
137.jpg	150.00	O
137.jpg	150	O
137.jpg	Subtotal without VAT	O
137.jpg	698.33	O
137.jpg	VAT 209 of 698.33	O
137.jpg	139.67	O
137.jpg	Total GBP	O
137.jpg	838.00	AMOUNT
137.jpg	John Smith	O
137.jpg	Marborcugh HMI	O
137.jpg	Harrov , Middlesex	O
137.jpg	HAI 1UD	O
137.jpg	Email: johnasmith.com	O
137.jpg	Phone:	O
137.jpg	+11 234 567 A90	O
137.jpg	Reg: No	O
137.jpg	Bank: 1234567	O
137.jpg	Sort Code: 0011ZZ	O
137.jpg	Account No:	O
137.jpg	Account	O
137.jpg	Holder: John Smith	O
137.jpg	SWIFT: 112233	O
137.jpg	IBAN: GB29 NWBK 6016 1331 9268	O
14.jpg	Acme	O
14.jpg	87 Queen Street	O
14.jpg	4161234567	O
14.jpg	Hamlet, Ontario	O
14.jpg	Company name	O
14.jpg	NZRZR2	O
14.jpg	Canada	O
14.jpg	Sample invoice	O
14.jpg	Billed To	O
14.jpg	Date of Issue	O
14.jpg	Invoice Number	O
14.jpg	Amount Due (CAD)	O
14.jpg	Aden Matchett	O
14.jpg	6-3-2019	O
14.jpg	5	NUMB
14.jpg	Vandelay Group	O
14.jpg	$5,500.00	O
14.jpg	123 Main Street	O
14.jpg	Due Date	O
14.jpg	Townsville, Ontario	O
14.jpg	7-3-2019	DATE
14.jpg	M4LZDY	O
14.jpg	Description	O
14.jpg	Rate	O
14.jpg	Qty	O
14.jpg	Line Total	O
14.jpg	Project	O
14.jpg	S5,000.00	O
14.jpg	S5,000.00	O
14.jpg	Expenses	O
14.jpg	$500.00	O
14.jpg	S500.00	O
14.jpg	Subtotal	O
14.jpg	5,500.00	O
14.jpg	Tax	O
14.jpg	0.00	O
14.jpg	Total	O
14.jpg	5,500.00	O
14.jpg	Amount Paid	O
14.jpg	0.00	O
14.jpg	Amount Due (CAD)	O
14.jpg	S5,500.00	AMOUNT
141.png	Invoice #000023	NUMB
141.png	January 27 2020	DATE
141.png	ATTN:	O
141.png	Lee Hummings	O
141.png	Procurement	O
141.png	412 Cherry Street, Dodge City, KS 12312	O
141.png	+1 231-123-4125	O
141.png	Lee.hummings@maplemattresses com	O
141.png	ITEM	O
141.png	QUANTITY	O
141.png	UNIT PRICE	O
141.png	Flamingo Print Pillow	O
141.png	2 unit	O
141.png	S123.45	O
141.png	Case	O
141.png	Gold Foil Pillow Case	O
141.png	1 unit	O
141.png	S12.34	O
141.png	Polka Dots Fitted Sheet	O
141.png	1 unit	O
141.png	S1.23	O
141.png	SUBTOTAL	O
141.png	$ 567.89	O
141.png	APPLIED DISCOUNT	O
141.png	12%	O
141.png	SALES TAX PAYABLE	O
141.png	NJA	O
141.png	FREIGHT /DELIVERY	O
141.png	FREEI	O
141.png	TOTAL DUE $ 1901.23	AMOUNT
141.png	Payment can be made via:	O
141.png	Paypal: payment@maplemattresses.com	O
141.png	Direct Deposit: Maple Mattresses	O
141.png	Acc_	O
141.png	No. 1234 5678 910	O
141.png	Please make payment within 30 days of	O
141.png	invoice issued-	O
141.png	Maple Mattresses	O
141.png	+1 123-456-7891	O
141.png	sales@maplemattresses.com	O
142.png	INVOICE	O
142.png	Company Name	O
142.png	#0126	NUMB
142.png	Clty, Zic Code	O
142.png	Hethed	O
142.png	check	O
142.png	{1S00	O
142.png	Credit Card	O
142.png	SD	O
142.png	Sub Tcta	O
142.png	{13.650	AMOUNT
142.png	MCompanyi}	O
142.png	Jul 22,,2020	DATE
145.png	COMPANY NAME	O
145.png	0 90	O
145.png	Fhore [509,595,0120]	O
145.png	[Cillu ST ZIP Code]	O
145.png	(509,5550191]	O
145.png	INVOICE TO:	O
145.png	INVOICE #[100]	NUMB
145.png	[Name]	O
145.png	DATe: SEPTEMBER 7,2016	DATE
145.png	[Company Name]	O
145.png	[Streei Address]	O
145.png	[Cily ST ZIP Code]	O
145.png	[Phone]	O
145.png	JOB DESCRIPTION	O
145.png	QUANTITY	O
145.png	UNIT PRICE	O
145.png	TOTAL	O
145.png	Weddlng pictures	O
145.png	providuan <Ira descripiion	O
145.png	320	O
145.png	S500	O
145.png	Job 2	O
145.png	Use	O
145.png	S20	O
145.png	S200	O
145.png	SUBTOTAL	O
145.png	5700	O
145.png	Poument	O
145.png	SALES TAX 10%6	O
145.png	570	O
145.png	DISCOUNT 5%6	O
145.png	S35	O
145.png	GRAND TOTAL	O
145.png	S735	AMOUNT
145.png	InvoiceBerry	O
146.jpg	Invoice No. 18-P-0023	NUMB
146.jpg	Invoice Date 08/03/2018	DATE
146.jpg	Due Date 22/03/2018	O
146.jpg	cafeShop}	O
146.jpg	Issuer	O
146.jpg	Customer	O
146.jpg	CafeShop	O
146.jpg	James	O
146.jpg	42 Trial Road, Trialtown, T1 TT	O
146.jpg	93 Maidstone Road	O
146.jpg	Co.	O
146.jpg	No:: HD395729	O
146.jpg	Welton, LN2 3LY	O
146.jpg	VAT No: 123456789	O
146.jpg	Description	O
146.jpg	Quantity	O
146.jpg	Unit	O
146.jpg	Price	O
146.jpg	VAT	O
146.jpg	Amount	O
146.jpg	Costa Rican Coffee Beans	O
146.jpg	each	O
146.jpg	32.00	O
146.jpg	0%	O
146.jpg	224.00	O
146.jpg	Limited edition whole coffee beans	O
146.jpg	from Costa Rica. Comes in 1kg/35.2	O
146.jpg	ounce	O
146.jpg	French press	O
146.jpg	10	O
146.jpg	each	O
146.jpg	22.50	O
146.jpg	20%	O
146.jpg	225.00	O
146.jpg	High-quality french press style coffee	O
146.jpg	maker for ground coffee beans	O
146.jpg	Makes 6 cups:	O
146.jpg	Vintage look wooden coffee	O
146.jpg	21.00	O
146.jpg	20%	O
146.jpg	147.00	O
146.jpg	grinder	O
146.jpg	Wooden grinder for coffee beans	O
146.jpg	and spices with steel insert and	O
146.jpg	handle	O
146.jpg	Subtotal without VAT	O
146.jpg	596.00	O
146.jpg	VAT O% of 224.00	O
146.jpg	0.00	O
146.jpg	VAT 20% of 372.00	O
146.jpg	74.40	O
146.jpg	Total GBP	O
146.jpg	670.40	AMOUNT
146.jpg	Testing save as default settings.	O
146.jpg	CafeShop	O
146.jpg	Bank:	O
146.jpg	Barclays	O
146.jpg	Co	O
146.jpg	Reg: No:: HD395729	O
146.jpg	42 Trial Road, Trialtown, T1 TT	O
146.jpg	IBAN: 487238964754	O
146.jpg	VAT No:: 123456789	O
146.jpg	Phone: 444555666	O
146.jpg	SWIFT: 1234567890	O
146.jpg	Email: whi@debitoor.com	O
146.jpg	Sort Code: 12875039	O
146.jpg	Website: Yourcompany.co.uk	O
146.jpg	Account No:: 238573385378493	O
146.jpg	Account Holder: Company Name	O
146.jpg	Kerry	O
146.jpg	Reg:	O
146.jpg	bag:	O
146.jpg	each	O
149.png	Craig's Design and Landscaping Services	O
149.png	123 Sierra Way	O
